Image Number,URL,Alt Text,Title,File Extension,File Size,Resolution,Status,Error Message
184,https://www.pothys.com/cdn/shop/files/SCAK_370.jpg?v=1736162541&width=104,None,None,.jpg,6.26 KB,104x104,Success,
185,https://www.pothys.com/cdn/shop/files/1_KLPK_135.jpg?v=1736330090&width=104,None,None,.jpg,5.47 KB,104x104,Success,
186,https://www.pothys.com/cdn/shop/files/16_MCSP_013.jpg?v=1736173513&width=52,None,None (srcset variant),.jpg,1.87 KB,52x52,Success,
187,https://www.pothys.com/cdn/shop/files/BGPK-043-copy.jpg?v=1746447045&width=52,None,None (srcset variant),.jpg,2.91 KB,52x52,Success,
188,https://www.pothys.com/cdn/shop/files/narayanapet-cotton.jpg?v=1735830750&width=104,None,None,.jpg,6.88 KB,104x104,Success,
189,https://www.pothys.com/cdn/shop/files/22_CSVK_1425.jpg?v=1736164461&width=104,None,None,.jpg,5.61 KB,104x104,Success,
190,https://www.pothys.com/cdn/shop/files/26_CSP_1918.jpg?v=1736164607&width=52,None,None (srcset variant),.jpg,2.21 KB,52x52,Success,
191,https://www.pothys.com/cdn/shop/files/narayanapet-cotton.jpg?v=1735830750&width=52,None,None (srcset variant),.jpg,3.15 KB,52x52,Success,
192,https://www.pothys.com/cdn/shop/files/polycotton.jpg?v=1735830866&width=104,None,None,.jpg,4.33 KB,104x104,Success,
193,https://www.pothys.com/cdn/shop/files/mul-mul-cotton.jpg?v=1735831057&width=104,None,None,.jpg,4.90 KB,104x104,Success,
194,https://www.pothys.com/cdn/shop/files/12_CSP_4613.jpg?v=1736173304&width=52,None,None (srcset variant),.jpg,2.57 KB,52x52,Success,
195,https://www.pothys.com/cdn/shop/files/13a_b4adf90d-4246-4762-ae51-beb1657b186b.jpg?v=1756812572&width=104,"Pink lotus design printed sungudi cotton saree, contrast rettai pettu zari border, geometric pallu & running blouse","Pink lotus design printed sungudi cotton saree, contrast rettai pettu zari border, geometric pallu & running blouse",.jpg,5.69 KB,104x129,Success,
196,https://www.pothys.com/cdn/shop/files/semisilk-cotton.jpg?v=1735831614&width=52,None,None (srcset variant),.jpg,2.74 KB,52x52,Success,
197,https://www.pothys.com/cdn/shop/files/13a_b4adf90d-4246-4762-ae51-beb1657b186b.jpg?v=1756812572&width=52,"Pink lotus design printed sungudi cotton saree, contrast rettai pettu zari border, geometric pallu & running blouse","Pink lotus design printed sungudi cotton saree, contrast rettai pettu zari border, geometric pallu & running blouse (srcset variant)",.jpg,2.40 KB,52x64,Success,
198,https://www.pothys.com/cdn/shop/files/venkatagiri-cotton.jpg?v=1735829406&width=52,None,None (srcset variant),.jpg,2.48 KB,52x52,Success,
199,https://www.pothys.com/cdn/shop/files/polycotton.jpg?v=1735830866&width=52,None,None (srcset variant),.jpg,2.19 KB,52x52,Success,
200,https://www.pothys.com/cdn/shop/files/semisilk-cotton.jpg?v=1735831614&width=104,None,None,.jpg,6.31 KB,104x104,Success,
201,https://www.pothys.com/cdn/shop/files/30-CSP-5623-RS-990.jpg?v=1760263036&width=104,"Brick red striped jute cotton saree, zari border of stripes and pallu of stripes","Brick red striped jute cotton saree, zari border of stripes and pallu of stripes",.jpg,6.23 KB,104x129,Success,
202,https://www.pothys.com/cdn/shop/files/30-CSP-5623-RS-990.jpg?v=1760263036&width=52,"Brick red striped jute cotton saree, zari border of stripes and pallu of stripes","Brick red striped jute cotton saree, zari border of stripes and pallu of stripes (srcset variant)",.jpg,2.51 KB,52x64,Success,
203,https://www.pothys.com/cdn/shop/files/1_KLPK_135.jpg?v=1736330090&width=52,None,None (srcset variant),.jpg,2.58 KB,52x52,Success,
204,https://www.pothys.com/cdn/shop/files/venkatagiri-cotton.jpg?v=1735829406&width=104,None,None,.jpg,5.53 KB,104x104,Success,
205,https://www.pothys.com/cdn/shop/files/24-POP-1119-RS-1410.jpg?v=1751551118&width=52,Borderless blue thread weaving butta silk cotton saree with rich thread weaving pallu along with plain blouse,Borderless blue thread weaving butta silk cotton saree with rich thread weaving pallu along with plain blouse (srcset variant),.jpg,2.41 KB,52x64,Success,
206,https://www.pothys.com/cdn/shop/files/KOTVK_034.jpg?v=1736164195&width=104,None,None,.jpg,6.21 KB,104x104,Success,
207,https://www.pothys.com/cdn/shop/files/13_CSP_4535.jpg?v=1736173350&width=104,None,None,.jpg,8.20 KB,104x104,Success,
208,https://www.pothys.com/cdn/shop/files/11-POP-481-RS-910.jpg?v=1754726270&width=104,"Multi-color printed, mirror work synon silk saree with printed border & printed rich pallu along with plain blouse","Multi-color printed, mirror work synon silk saree with printed border & printed rich pallu along with plain blouse",.jpg,4.58 KB,104x129,Success,
209,https://www.pothys.com/cdn/shop/files/52_DSSAK_002_copy.jpg?v=1736164887&width=52,None,None (srcset variant),.jpg,1.86 KB,52x52,Success,
210,https://www.pothys.com/cdn/shop/files/casual-wear_e3b6e3bc-c734-47b6-8c22-9f268d8f8112.jpg?v=1735834972&width=104,None,None,.jpg,8.21 KB,104x104,Success,
211,https://www.pothys.com/cdn/shop/files/52_DSSAK_002_copy.jpg?v=1736164887&width=104,None,None,.jpg,3.73 KB,104x104,Success,
212,https://www.pothys.com/cdn/shop/files/combo-saree.jpg?v=1735835806&width=104,None,None,.jpg,6.16 KB,104x104,Success,
213,https://www.pothys.com/cdn/shop/files/14_CSP_4268.jpg?v=1736173475&width=52,None,None (srcset variant),.jpg,1.82 KB,52x52,Success,
214,https://www.pothys.com/cdn/shop/files/combo-saree.jpg?v=1735835806&width=52,None,None (srcset variant),.jpg,2.48 KB,52x52,Success,
215,https://www.pothys.com/cdn/shop/files/kamala-silk.jpg?v=1735835887&width=104,None,None,.jpg,6.13 KB,104x104,Success,
216,https://www.pothys.com/cdn/shop/files/mul-mul-cotton.jpg?v=1735831057&width=52,None,None (srcset variant),.jpg,2.39 KB,52x52,Success,
217,https://www.pothys.com/cdn/shop/files/30_STIAK_034_copy.jpg?v=1736165092&width=52,None,None (srcset variant),.jpg,1.90 KB,52x52,Success,
218,https://www.pothys.com/cdn/shop/files/kubera-sarees.jpg?v=1735836099&width=104,None,None,.jpg,4.17 KB,104x104,Success,
219,https://www.pothys.com/cdn/shop/files/chanderi-cotton_25b8bff5-981a-49f5-8e4d-5e86438a6cbb.jpg?v=1735830038&width=52,None,None (srcset variant),.jpg,2.11 KB,52x52,Success,
220,https://www.pothys.com/cdn/shop/files/kamala-silk.jpg?v=1735835887&width=52,None,None (srcset variant),.jpg,2.59 KB,52x52,Success,
221,https://www.pothys.com/cdn/shop/files/22_CSVK_1425.jpg?v=1736164461&width=52,None,None (srcset variant),.jpg,2.47 KB,52x52,Success,
222,https://www.pothys.com/cdn/shop/files/30_STIAK_034_copy.jpg?v=1736165092&width=104,None,None,.jpg,4.21 KB,104x104,Success,
223,https://www.pothys.com/cdn/shop/files/mushru-silk.jpg?v=1735836029&width=104,None,None,.jpg,4.10 KB,104x104,Success,
224,https://www.pothys.com/cdn/shop/files/23a_2449453f-9018-4e31-9104-8d4ac88dcbe9.jpg?v=1759404441&width=104,"Green geometric patterns kaleidoscope-colored printed & mirror embroidered half-&-half masakali saree, printed border & pallu of embroidery work & plain blouse","Green geometric patterns kaleidoscope-colored printed & mirror embroidered half-&-half masakali saree, printed border & pallu of embroidery work & plain blouse",.jpg,5.19 KB,104x129,Success,
225,https://www.pothys.com/cdn/shop/files/casual-wear_e3b6e3bc-c734-47b6-8c22-9f268d8f8112.jpg?v=1735834972&width=52,None,None (srcset variant),.jpg,2.93 KB,52x52,Success,
226,https://www.pothys.com/cdn/shop/files/mushru-silk.jpg?v=1735836029&width=52,None,None (srcset variant),.jpg,2.10 KB,52x52,Success,
227,https://www.pothys.com/cdn/shop/files/budget-silk-right.jpg?v=1736750489&width=52,None,None (srcset variant),.jpg,2.23 KB,52x52,Success,
228,https://www.pothys.com/cdn/shop/files/26_CSP_1918.jpg?v=1736164607&width=104,None,None,.jpg,4.94 KB,104x104,Success,
229,https://www.pothys.com/cdn/shop/files/butter-silk-right.jpg?v=1736750098&width=104,None,None,.jpg,5.00 KB,104x104,Success,
230,https://www.pothys.com/cdn/shop/files/budget-silk-right.jpg?v=1736750489&width=104,None,None,.jpg,4.71 KB,104x104,Success,
231,https://www.pothys.com/cdn/shop/files/butter-silk-right.jpg?v=1736750098&width=52,None,None (srcset variant),.jpg,2.29 KB,52x52,Success,
232,https://www.pothys.com/cdn/shop/files/semi-soft-silk-right.jpg?v=1736750669&width=104,None,None,.jpg,5.04 KB,104x104,Success,
233,https://www.pothys.com/cdn/shop/files/banana-pith-right.jpg?v=1736750753&width=52,None,None (srcset variant),.jpg,2.23 KB,52x52,Success,
234,https://www.pothys.com/cdn/shop/files/semi-uppada-right.jpg?v=1736750902&width=104,None,None,.jpg,5.29 KB,104x104,Success,
235,https://www.pothys.com/cdn/shop/files/kubera-sarees.jpg?v=1735836099&width=52,None,None (srcset variant),.jpg,1.94 KB,52x52,Success,
236,https://www.pothys.com/cdn/shop/files/13001-SHYAMLI-VOL-02_RATHOTSAV-LOGO_-9_bd20245c-3acb-481c-870d-7b8ad1a18323.jpg?v=1759320732&width=104,"Light sandal buttas & stone work dola silksaree,contrast swan motif patch embroidery border & chevron stripes woven stonework pallu","Light sandal buttas & stone work dola silksaree,contrast swan motif patch embroidery border & chevron stripes woven stonework pallu",.jpg,5.49 KB,104x129,Success,
237,https://www.pothys.com/cdn/shop/files/23a_2449453f-9018-4e31-9104-8d4ac88dcbe9.jpg?v=1759404441&width=52,"Green geometric patterns kaleidoscope-colored printed & mirror embroidered half-&-half masakali saree, printed border & pallu of embroidery work & plain blouse","Green geometric patterns kaleidoscope-colored printed & mirror embroidered half-&-half masakali saree, printed border & pallu of embroidery work & plain blouse (srcset variant)",.jpg,2.36 KB,52x64,Success,
238,https://www.pothys.com/cdn/shop/files/40a_72b654cd-8ef7-47d1-8d31-1151991a093d.jpg?v=1759738084&width=52,"Yellow zari checked & floral buttas kanchi silk saree,contrast satin border of floral zari motifs,intrictae pallu & contrast plain blouse","Yellow zari checked & floral buttas kanchi silk saree,contrast satin border of floral zari motifs,intrictae pallu & contrast plain blouse (srcset variant)",.jpg,2.28 KB,52x64,Success,
239,https://www.pothys.com/cdn/shop/files/13b_c9f79a68-201b-495d-8be2-e68229b74b36.jpg?v=1748591066&width=104,Chikku color birds printed assam silk saree with zari striped border & chit pallu along with butta printed blouse,Chikku color birds printed assam silk saree with zari striped border & chit pallu along with butta printed blouse,.jpg,6.76 KB,104x129,Success,
240,https://www.pothys.com/cdn/shop/files/arani-gift-saree-right.jpg?v=1736750580&width=52,None,None (srcset variant),.jpg,1.87 KB,52x52,Success,
241,https://www.pothys.com/cdn/shop/files/13b_c9f79a68-201b-495d-8be2-e68229b74b36.jpg?v=1748591066&width=52,Chikku color birds printed assam silk saree with zari striped border & chit pallu along with butta printed blouse,Chikku color birds printed assam silk saree with zari striped border & chit pallu along with butta printed blouse (srcset variant),.jpg,2.64 KB,52x64,Success,
242,https://www.pothys.com/cdn/shop/files/semi-uppada-right.jpg?v=1736750902&width=52,None,None (srcset variant),.jpg,2.53 KB,52x52,Success,
243,https://www.pothys.com/cdn/shop/files/semi-banaras-chiffon.jpg?v=1735831859&width=104,None,None,.jpg,3.56 KB,104x104,Success,
244,https://www.pothys.com/cdn/shop/files/semi-banaras-chiffon.jpg?v=1735831859&width=52,None,None (srcset variant),.jpg,1.90 KB,52x52,Success,
245,https://www.pothys.com/cdn/shop/files/semi-banaras-crepe.jpg?v=1735836181&width=52,None,None (srcset variant),.jpg,2.40 KB,52x52,Success,
246,https://www.pothys.com/cdn/shop/files/BSPK_-_048.jpg?v=1736330123&width=104,None,None,.jpg,5.41 KB,104x104,Success,
247,https://www.pothys.com/cdn/shop/files/semi-soft-silk-right.jpg?v=1736750669&width=52,None,None (srcset variant),.jpg,2.30 KB,52x52,Success,
248,https://www.pothys.com/cdn/shop/files/semi-banaras-crepe.jpg?v=1735836181&width=104,None,None,.jpg,5.49 KB,104x104,Success,
249,https://www.pothys.com/cdn/shop/files/semi-banaras-dola.jpg?v=1735832312&width=104,None,None,.jpg,5.76 KB,104x104,Success,
250,https://www.pothys.com/cdn/shop/files/semi-banaras-dola.jpg?v=1735832312&width=52,None,None (srcset variant),.jpg,2.44 KB,52x52,Success,
251,https://www.pothys.com/cdn/shop/files/40a_72b654cd-8ef7-47d1-8d31-1151991a093d.jpg?v=1759738084&width=104,"Yellow zari checked & floral buttas kanchi silk saree,contrast satin border of floral zari motifs,intrictae pallu & contrast plain blouse","Yellow zari checked & floral buttas kanchi silk saree,contrast satin border of floral zari motifs,intrictae pallu & contrast plain blouse",.jpg,4.83 KB,104x129,Success,
252,https://www.pothys.com/cdn/shop/files/semi-banaras-tussar.jpg?v=1735832005&width=104,None,None,.jpg,3.24 KB,104x104,Success,
253,https://www.pothys.com/cdn/shop/files/semi-banaras-organza.jpg?v=1735833524&width=104,None,None,.jpg,4.64 KB,104x104,Success,
254,https://www.pothys.com/cdn/shop/files/semi-banaras-tussar.jpg?v=1735832005&width=52,None,None (srcset variant),.jpg,1.77 KB,52x52,Success,
255,https://www.pothys.com/cdn/shop/files/24-POP-1119-RS-1410.jpg?v=1751551118&width=104,Borderless blue thread weaving butta silk cotton saree with rich thread weaving pallu along with plain blouse,Borderless blue thread weaving butta silk cotton saree with rich thread weaving pallu along with plain blouse,.jpg,5.58 KB,104x129,Success,
256,https://www.pothys.com/cdn/shop/files/semi-banaras-organza.jpg?v=1735833524&width=52,None,None (srcset variant),.jpg,2.10 KB,52x52,Success,
257,https://www.pothys.com/cdn/shop/files/semi-banaras-jute.jpg?v=1735832242&width=104,None,None,.jpg,3.92 KB,104x104,Success,
258,https://www.pothys.com/cdn/shop/files/semi-banaras-paithani.jpg?v=1735832081&width=104,None,None,.jpg,4.02 KB,104x104,Success,
259,https://www.pothys.com/cdn/shop/files/semi-banaras-paithani.jpg?v=1735832081&width=52,None,None (srcset variant),.jpg,1.83 KB,52x52,Success,
260,https://www.pothys.com/cdn/shop/files/semi-banaras-jute.jpg?v=1735832242&width=52,None,None (srcset variant),.jpg,1.96 KB,52x52,Success,
261,https://www.pothys.com/cdn/shop/files/11-POP-481-RS-910.jpg?v=1754726270&width=52,"Multi-color printed, mirror work synon silk saree with printed border & printed rich pallu along with plain blouse","Multi-color printed, mirror work synon silk saree with printed border & printed rich pallu along with plain blouse (srcset variant)",.jpg,2.17 KB,52x64,Success,
262,https://www.pothys.com/cdn/shop/files/semi-banaras-tissue.jpg?v=1735832398&width=104,None,None,.jpg,4.35 KB,104x104,Success,
263,https://www.pothys.com/cdn/shop/files/semi-banaras-linen.jpg?v=1735832159&width=52,None,None (srcset variant),.jpg,2.52 KB,52x52,Success,
264,https://www.pothys.com/cdn/shop/files/BSPK_-_048.jpg?v=1736330123&width=52,None,None (srcset variant),.jpg,2.07 KB,52x52,Success,
265,https://www.pothys.com/cdn/shop/files/semi-banaras-printed.jpg?v=1735832526&width=52,None,None (srcset variant),.jpg,2.85 KB,52x52,Success,
266,https://www.pothys.com/cdn/shop/files/semi-banaras-printed.jpg?v=1735832526&width=104,None,None,.jpg,8.11 KB,104x104,Success,
267,https://www.pothys.com/cdn/shop/files/1-Kurtis.jpg?v=1739345343&width=104,None,None,.jpg,5.23 KB,104x104,Success,
268,https://www.pothys.com/cdn/shop/files/1-Kurtis.jpg?v=1739345343&width=52,None,None (srcset variant),.jpg,2.45 KB,52x52,Success,
269,https://www.pothys.com/cdn/shop/files/4_-_Anarkali.jpg?v=1739345447&width=52,None,None (srcset variant),.jpg,2.33 KB,52x52,Success,
270,https://www.pothys.com/cdn/shop/files/8_-_Nightwear_800x800_93cc7fbc-41e8-41b7-86ef-c854909faab6.jpg?v=1751447195&width=104,None,None,.jpg,5.36 KB,104x104,Success,
271,https://www.pothys.com/cdn/shop/files/6_-_Ethnic_Bottom.jpg?v=1739345519&width=104,None,None,.jpg,5.34 KB,104x104,Success,
272,https://www.pothys.com/cdn/shop/files/semi-banaras-linen.jpg?v=1735832159&width=104,None,None,.jpg,5.51 KB,104x104,Success,
273,https://www.pothys.com/cdn/shop/files/6_-_Ethnic_Bottom.jpg?v=1739345519&width=52,None,None (srcset variant),.jpg,2.53 KB,52x52,Success,
274,https://www.pothys.com/cdn/shop/files/semi-banaras-tissue.jpg?v=1735832398&width=52,None,None (srcset variant),.jpg,2.13 KB,52x52,Success,
275,https://www.pothys.com/cdn/shop/files/8_-_Nightwear_800x800_93cc7fbc-41e8-41b7-86ef-c854909faab6.jpg?v=1751447195&width=52,None,None (srcset variant),.jpg,2.40 KB,52x52,Success,
276,https://www.pothys.com/cdn/shop/files/9_-_ReadymadeBlouse.jpg?v=1739345632&width=104,None,None,.jpg,5.93 KB,104x104,Success,
277,https://www.pothys.com/cdn/shop/files/3_-_Salwar_Suits_800x800_6991fcaf-b204-4113-b12e-67c5d70222e4.jpg?v=1751447243&width=52,None,None (srcset variant),.jpg,2.18 KB,52x52,Success,
278,https://www.pothys.com/cdn/shop/files/arani-gift-saree-right.jpg?v=1736750580&width=104,None,None,.jpg,3.65 KB,104x104,Success,
279,https://www.pothys.com/cdn/shop/files/200440_1891946158_img3.jpg?v=1734125094&width=104,Twara brown floral motifs printed 3/4th sleeve & Chinese collar cotton a-line below-knee kurti,Twara brown floral motifs printed 3/4th sleeve & Chinese collar cotton a-line below-knee kurti,.jpg,5.12 KB,104x129,Success,
280,https://www.pothys.com/cdn/shop/files/15_672edbeb-0780-4d24-95d9-951791b98819.jpg?v=1751446986&width=104,None,None,.jpg,4.19 KB,104x104,Success,
281,https://www.pothys.com/cdn/shop/files/13001-SHYAMLI-VOL-02_RATHOTSAV-LOGO_-9_bd20245c-3acb-481c-870d-7b8ad1a18323.jpg?v=1759320732&width=52,"Light sandal buttas & stone work dola silksaree,contrast swan motif patch embroidery border & chevron stripes woven stonework pallu","Light sandal buttas & stone work dola silksaree,contrast swan motif patch embroidery border & chevron stripes woven stonework pallu (srcset variant)",.jpg,2.31 KB,52x64,Success,
282,https://www.pothys.com/cdn/shop/files/banana-pith-right.jpg?v=1736750753&width=104,None,None,.jpg,4.65 KB,104x104,Success,
283,https://www.pothys.com/cdn/shop/files/15_672edbeb-0780-4d24-95d9-951791b98819.jpg?v=1751446986&width=52,None,None (srcset variant),.jpg,2.08 KB,52x52,Success,
284,https://www.pothys.com/cdn/shop/files/25-BLAP-060-RS-1305.jpg?v=1742907404&width=104,Green peacock aari embroidered material blouse,Green peacock aari embroidered material blouse,.jpg,5.71 KB,104x129,Success,
285,https://www.pothys.com/cdn/shop/files/25-BLAP-060-RS-1305.jpg?v=1742907404&width=52,Green peacock aari embroidered material blouse,Green peacock aari embroidered material blouse (srcset variant),.jpg,2.47 KB,52x64,Success,
286,https://www.pothys.com/cdn/shop/files/8--POPM-119-RS-920.jpg?v=1750254539&width=104,Pista green with ash color geometric batik print bhagalpur cotton chudidhar material top with batik print cotton pants & batik print mul mul dupatta,Pista green with ash color geometric batik print bhagalpur cotton chudidhar material top with batik print cotton pants & batik print mul mul dupatta,.jpg,3.70 KB,104x129,Success,
287,https://www.pothys.com/cdn/shop/files/1a_02838786-210e-41bc-9648-9c90d67f6f0e.jpg?v=1750482452&width=104,Grey madhubani print design bhagalapur cotton chudidhar material top with cotton material daman madhubani ptint pants & madhubani printed dupatta,Grey madhubani print design bhagalapur cotton chudidhar material top with cotton material daman madhubani ptint pants & madhubani printed dupatta,.jpg,3.62 KB,104x129,Success,
288,https://www.pothys.com/cdn/shop/files/21-TSP-161-RS-9865-_3_8c971cb5-9390-4603-a6d9-e887d461ff95.jpg?v=1760274763&width=800,"Brown vertically striped tussar silk saree, striped border and temple pallu","Brown vertically striped tussar silk saree, striped border and temple pallu",.jpg,121.06 KB,800x989,Success,
289,https://www.pothys.com/cdn/shop/files/1a_02838786-210e-41bc-9648-9c90d67f6f0e.jpg?v=1750482452&width=52,Grey madhubani print design bhagalapur cotton chudidhar material top with cotton material daman madhubani ptint pants & madhubani printed dupatta,Grey madhubani print design bhagalapur cotton chudidhar material top with cotton material daman madhubani ptint pants & madhubani printed dupatta (srcset variant),.jpg,1.81 KB,52x64,Success,
